字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
味道,味道,1.0,没有什么味道,0.0571986,0.942801,0.872892,0
效果,效果,1.0,这个药我用了效果很好,0.99654,0.00346002,0.992311,2
发货,送达,0.886,送达速度真快,0.993183,0.00681668,0.984852,2
效果,速度,0.722,送达速度真快,0.993183,0.00681669,0.984852,2
质量,速度,0.888,送达速度真快,0.993183,0.00681669,0.984852,2
正品,正品,1.0,是正品,0.998528,0.00147159,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
发货,发货,1.0,为何不是本地发货,0.0018704,0.99813,0.995844,0
正品,正品,1.0,是正品哟,0.998856,0.00114444,0.997457,2
包装,正品,0.89,是正品哟,0.998856,0.00114444,0.997457,2
正品,正好,0.852,正好有红包,0.986938,0.0130617,0.970974,2
发货,到手,0.878,买到手价格相当合适了,0.999364,0.00063549,0.998588,2
价格,价格,1.0,买到手价格相当合适了,0.999364,0.000635491,0.998588,2
发货,囤货,0.888,囤货的,0.867872,0.132128,0.706382,2
发货,送到,0.865,一天左右就能送到,0.972406,0.0275942,0.93868,2
价格,价格,1.0,价格也实惠,0.999624,0.00037651,0.999163,2
效果,力度,0.882,活动力度大,0.996471,0.0035287,0.992159,2
发货,发货,1.0,发货速度非常的快,0.998564,0.0014364,0.996808,2
效果,速度,0.722,发货速度非常的快,0.998564,0.0014364,0.996808,2
质量,速度,0.888,发货速度非常的快,0.998564,0.00143639,0.996808,2
正品,优惠券,0.879,优惠券用了非常划算,0.999883,0.000117124,0.99974,2
效果,效果,1.0,效果很好,0.999885,0.000115396,0.999744,2
发货,发货,1.0,阿里大药房发货非常快,0.988463,0.0115374,0.974361,2
正品,正品,1.0,是正品,0.998528,0.00147159,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
质量,材质,0.876,材质很好,0.999887,0.000113166,0.999749,2
质量,质量,1.0,质量也不错,0.999854,0.00014608,0.999676,2
发货,到货,1.0,到货也很快,0.993553,0.00644694,0.985673,2
发货,卖家,0.729,非常好的卖家,0.999562,0.000438435,0.999026,2
发货,卖家,0.729,希望卖家还会有更大的优惠力度,0.919284,0.0807156,0.820632,2
发货,卖家,0.729,非常好的卖家,0.999562,0.000438435,0.999026,2
发货,卖家,0.729,希望卖家还会有更大的优惠力度,0.919284,0.0807156,0.820632,2
效果,力度,0.882,希望卖家还会有更大的优惠力度,0.919284,0.0807157,0.820632,2
效果,见效,0.871,一粒见效,0.9871,0.0128999,0.971334,2
正品,包装,0.89,包装还不错,0.661842,0.338158,0.248537,2
包装,包装,1.0,包装还不错,0.661842,0.338158,0.248537,2
价格,价格,1.0,比之前价格划算多了,0.998836,0.00116353,0.997414,2
物流,物流,1.0,物流是真快,0.924974,0.0750263,0.833275,2
正品,包装,0.89,老包装和本地药房卖的是一样的,0.562388,0.437612,0.0275291,2
包装,包装,1.0,老包装和本地药房卖的是一样的,0.562388,0.437612,0.0275291,2
效果,效果,1.0,感冒药效果蛮好,0.990713,0.0092873,0.979362,2
正品,正品,1.0,是正品,0.998528,0.00147159,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
发货,到货,1.0,到货很快,0.984702,0.0152984,0.966003,2
正品,正品,1.0,正品,0.999576,0.000424335,0.999057,2
包装,正品,0.89,正品,0.999576,0.000424335,0.999057,2
正品,正品,1.0,是正品,0.998528,0.00147159,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
味道,天气,0.871,天气转凉了,0.770767,0.229233,0.490593,2
发货,卖家,0.729,完全符合卖家的描述,0.918714,0.0812857,0.819365,2
正品,送货,0.875,送货速度很快,0.985152,0.0148482,0.967004,2
发货,送货,1.0,送货速度很快,0.985152,0.0148482,0.967004,2
效果,速度,0.722,送货速度很快,0.985152,0.0148482,0.967004,2
质量,速度,0.888,送货速度很快,0.985152,0.0148482,0.967004,2
正品,包装,0.89,包装很细致,0.999461,0.000539353,0.998801,2
包装,包装,1.0,包装很细致,0.999461,0.000539353,0.998801,2
发货,提前,0.869,每年秋冬天都会提前备点,0.999639,0.000360578,0.999199,2
发货,收到,0.874,药收到了,0.12742,0.87258,0.716845,0
服务,平台,0.887,阿里健康是官方平台,0.970309,0.0296908,0.93402,2
效果,效果,1.0,效果立竿见影哈哈哈哈,0.996172,0.00382824,0.991493,2
正品,正品,1.0,是正品,0.998528,0.00147159,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
发货,发货,1.0,发货快,0.882109,0.117891,0.738021,2
正品,优惠券,0.879,用优惠券买的,0.984986,0.0150141,0.966635,2
正品,商品,0.885,商品符合描述,0.926439,0.0735606,0.836532,2
价格,商品,0.884,商品符合描述,0.926439,0.0735606,0.836532,2
包装,商品,0.884,商品符合描述,0.926439,0.0735606,0.836532,2
价格,价格比,0.95,价格比药店便宜,0.950949,0.0490511,0.890997,2
质量,价格比,0.707,价格比药店便宜,0.950949,0.0490511,0.890997,2
正品,包装,0.89,包装完整,0.984371,0.0156292,0.965268,2
包装,包装,1.0,包装完整,0.984371,0.0156292,0.965268,2
效果,效果,1.0,药效果不错,0.995579,0.00442093,0.990176,2
效果,效果,1.0,效果很好,0.999885,0.000115396,0.999744,2
价格,价钱,0.892,价钱便宜,0.97631,0.0236897,0.947356,2
发货,发货,1.0,发货很快,0.946432,0.0535677,0.880961,2
正品,包装,0.89,包装很好,0.997631,0.00236918,0.994735,2
包装,包装,1.0,包装很好,0.997631,0.00236918,0.994735,2
正品,药品,0.879,药品信得过,0.997402,0.00259837,0.994226,2
包装,药品,0.878,药品信得过,0.997402,0.00259837,0.994226,2
正品,正品,1.0,正品值得信赖,0.999827,0.000173067,0.999615,2
包装,正品,0.89,正品值得信赖,0.999827,0.000173067,0.999615,2
正品,常用药,0.866,常用药,0.546775,0.453225,0.0645029,1
发货,收到,0.874,货已收到,0.367432,0.632568,0.183485,0
正品,正品,1.0,正品无疑,0.999555,0.000445049,0.999011,2
包装,正品,0.89,正品无疑,0.999555,0.000445049,0.999011,2
物流,物流,1.0,物流超级超级快,0.998876,0.00112417,0.997502,2
质量,质量,1.0,质量也非常不错,0.999897,0.000103467,0.99977,2
正品,正品,1.0,应该是正品,0.981543,0.0184572,0.958984,2
包装,正品,0.89,应该是正品,0.981543,0.0184572,0.958984,2
价格,价格,1.0,价格划算,0.998442,0.00155841,0.996537,2
发货,收到,0.874,终于收到货,0.962248,0.0377519,0.916107,2
正品,货,0.884,终于收到货,0.962248,0.0377519,0.916107,2
发货,货,0.891,终于收到货,0.962248,0.0377519,0.916107,2
服务,服务,1.0,服务等于无,0.00404256,0.995957,0.991017,0
物流,物流,1.0,物流需要自己联系,0.485824,0.514176,0.716474,1
服务,客服,0.878,就不会找客服了,0.00946349,0.990537,0.97897,0
正品,正品,1.0,是正品,0.998528,0.00147158,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147159,0.99673,2
效果,效果,1.0,效果很好,0.999885,0.000115396,0.999744,2
发货,发货,1.0,发货速度快,0.981521,0.018479,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.0184791,0.958935,2
正品,包装,0.89,包装完好,0.975809,0.0241915,0.946241,2
包装,包装,1.0,包装完好,0.975809,0.0241915,0.946241,2
正品,正品,1.0,是是正品,0.996101,0.00389936,0.991335,2
包装,正品,0.89,是是正品,0.996101,0.00389937,0.991335,2
效果,效果,1.0,效果很好,0.999885,0.000115396,0.999744,2
发货,下单,1.0,下单要登记了一下,0.00888879,0.991111,0.980247,0
发货,收到,0.874,隔天就收到了,0.223696,0.776304,0.502897,0
发货,送货上门,0.899,还是送货上门,0.852507,0.147493,0.672237,2
正品,包装,0.89,包装还挺好玩的,0.978815,0.0211852,0.952922,2
包装,包装,1.0,包装还挺好玩的,0.978815,0.0211852,0.952922,2
发货,发货,1.0,发货很及时,0.981332,0.0186675,0.958517,2
物流,配送,1.0,配送很及时,0.998688,0.00131198,0.997085,2
效果,效果,1.0,我试试效果,0.976142,0.0238577,0.946983,2
正品,正品,1.0,正品,0.999576,0.000424336,0.999057,2
包装,正品,0.89,正品,0.999576,0.000424335,0.999057,2
发货,发货,1.0,发货快,0.882109,0.117891,0.738021,2
物流,物流,1.0,物流快,0.996123,0.0038765,0.991386,2
物流,物流,1.0,物流很快,0.994968,0.00503173,0.988818,2
物流,物流,1.0,物流非常快,0.998281,0.00171945,0.996179,2
效果,效果,1.0,效果太强最好不要多吃,0.463064,0.536936,0.261278,1
正品,真品,0.885,是真品,0.947899,0.0521008,0.88422,2
包装,真品,0.884,是真品,0.947899,0.0521007,0.884221,2
正品,正品,1.0,是正品,0.998528,0.00147159,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
效果,管用,0.874,很管用,0.99968,0.000319724,0.999289,2
正品,正品,1.0,正品好药,0.998743,0.00125735,0.997206,2
包装,正品,0.89,正品好药,0.998743,0.00125735,0.997206,2
发货,卖家,0.729,良心卖家,0.945655,0.0543451,0.879233,2
正品,包装,0.89,包装完好,0.975809,0.0241915,0.946241,2
包装,包装,1.0,包装完好,0.975809,0.0241915,0.946241,2
正品,包装,0.89,包装挺好,0.975013,0.0249873,0.944473,2
包装,包装,1.0,包装挺好,0.975013,0.0249873,0.944473,2
正品,正品,1.0,这款真的是正品药,0.969294,0.0307056,0.931765,2
包装,正品,0.89,这款真的是正品药,0.969294,0.0307056,0.931765,2
价格,生产日期,0.877,就是生产日期有点长,0.0137919,0.986208,0.969351,0
价格,生产,0.881,就是生产日期有点长,0.0137919,0.986208,0.969351,0
价格,生产,0.881,20年11月生产的,0.783038,0.216962,0.517862,2
正品,正品,1.0,是正品,0.998528,0.00147158,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
发货,发货,1.0,发货速度很快,0.94679,0.05321,0.881756,2
效果,速度,0.722,发货速度很快,0.94679,0.05321,0.881756,2
质量,速度,0.888,发货速度很快,0.94679,0.05321,0.881756,2
效果,换季,0.859,换季预防感冒,0.976181,0.0238193,0.947068,2
质量,速度快,0.712,速度快,0.999907,9.25521e-05,0.999794,2
质量,回购,0.856,准备再回购备一些防着冬季感冒,0.882543,0.117457,0.738984,2
正品,正品,1.0,正品,0.999576,0.000424336,0.999057,2
包装,正品,0.89,正品,0.999576,0.000424335,0.999057,2
效果,药效,0.888,药效很好,0.999855,0.000144725,0.999678,2
包装,模板,0.875,这是个好评的模板,0.997633,0.00236684,0.99474,2
包装,模板,0.875,以后可以用这个模板评论了,0.894055,0.105945,0.764566,2
正品,产品,0.884,无论产品的质量,0.94095,0.0590504,0.868777,2
品牌,产品,1.0,无论产品的质量,0.94095,0.0590503,0.868777,2
质量,质量,1.0,无论产品的质量,0.94095,0.0590503,0.868777,2
服务,客服,0.878,亦或是客服的服务态度都是不错的,0.959179,0.0408205,0.909288,2
质量,服务态度,0.877,亦或是客服的服务态度都是不错的,0.95918,0.0408205,0.909288,2
服务,服务态度,0.881,亦或是客服的服务态度都是不错的,0.95918,0.0408205,0.909288,2
服务,平台,0.887,淘宝的平台还是值得信赖的,0.993859,0.00614092,0.986353,2
包装,模板,0.875,这是个好评的模板,0.997633,0.00236684,0.99474,2
包装,模板,0.875,以后可以用这个模板评论了,0.894055,0.105945,0.764566,2
质量,轻度,0.866,只适合轻度上呼吸感冒,0.0467862,0.953214,0.896031,0
发货,收到,0.874,药收到了,0.12742,0.87258,0.716845,0
正品,正品,1.0,扫码为正品,0.986828,0.0131716,0.97073,2
包装,正品,0.89,扫码为正品,0.986828,0.0131716,0.97073,2
物流,物流,1.0,物流快,0.996123,0.0038765,0.991386,2
价格,价格,1.0,价格划算,0.998442,0.0015584,0.996537,2
效果,效果,1.0,效果应该挺好,0.998281,0.00171856,0.996181,2
物流,物流,1.0,物流快,0.996123,0.00387649,0.991386,2
效果,常备,0.854,家里常备感冒药,0.96016,0.0398401,0.911466,2
正品,正品,1.0,是正品,0.998528,0.00147158,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
效果,效果,1.0,这个治疗感冒效果好,0.982785,0.0172147,0.961745,2
正品,商品,0.885,商品根本就没收到,0.00093063,0.999069,0.997932,0
价格,商品,0.884,商品根本就没收到,0.000930629,0.999069,0.997932,0
包装,商品,0.884,商品根本就没收到,0.00093063,0.999069,0.997932,0
发货,发货,1.0,发货7天不到就自动收到货了,0.00370189,0.996298,0.991774,0
发货,收到,0.874,商品根本就没收到,0.000930629,0.999069,0.997932,0
发货,收到,0.874,发货7天不到就自动收到货了,0.00370189,0.996298,0.991774,0
正品,货,0.884,发货7天不到就自动收到货了,0.00370189,0.996298,0.991774,0
发货,货,0.891,发货7天不到就自动收到货了,0.00370189,0.996298,0.991774,0
服务,客服,0.878,客服联系了一直说稍等,0.0632801,0.93672,0.859378,0
价格,评价,0.858,无语评价,9.87787e-05,0.999901,0.999781,0
发货,收到,0.874,东西收到了,0.355832,0.644167,0.209261,0
质量,质量,1.0,质量很不错,0.999746,0.000254368,0.999435,2
物流,物流,1.0,物流特别快经常在这里买药了,0.998192,0.00180847,0.995981,2
发货,收到,0.874,很快就收到货了,0.811336,0.188664,0.580746,2
正品,货,0.884,很快就收到货了,0.811336,0.188664,0.580746,2
发货,货,0.891,很快就收到货了,0.811336,0.188664,0.580746,2
正品,正品,1.0,药是正品,0.982061,0.0179387,0.960136,2
包装,正品,0.89,药是正品,0.982061,0.0179387,0.960136,2
价格,价格,1.0,价格优惠,0.992851,0.00714879,0.984114,2
质量,速度快,0.712,速度快,0.999907,9.25521e-05,0.999794,2
发货,送药,0.865,送药速度快,0.993032,0.00696769,0.984516,2
质量,速度快,0.712,送药速度快,0.993032,0.00696768,0.984516,2
物流,物流,1.0,物流没有问题,0.972203,0.0277973,0.938228,2
发货,发货,1.0,发货也很快,0.985389,0.0146107,0.967532,2
正品,送货,0.875,送货速度快,0.99632,0.00367999,0.991822,2
发货,送货,1.0,送货速度快,0.99632,0.00367999,0.991822,2
质量,速度快,0.712,送货速度快,0.99632,0.00367999,0.991822,2
物流,物流,1.0,物流好快,0.996702,0.00329805,0.992671,2
效果,管用,0.874,药很管用,0.99313,0.00687006,0.984733,2
价格,性价比,0.724,性价比高,0.999885,0.000115398,0.999744,2
物流,物流,1.0,物流很快,0.994968,0.00503173,0.988818,2
正品,产品,0.884,产品很快就收到了,0.978535,0.0214647,0.952301,2
品牌,产品,1.0,产品很快就收到了,0.978535,0.0214647,0.952301,2
发货,收到,0.874,产品很快就收到了,0.978535,0.0214646,0.952301,2
正品,正品,1.0,是正品感康,0.98337,0.0166301,0.963044,2
包装,正品,0.89,是正品感康,0.98337,0.0166301,0.963044,2
发货,发货,1.0,发货超快,0.984722,0.0152778,0.96605,2
发货,发货,1.0,发货很快,0.946432,0.0535677,0.880961,2
正品,包装,0.89,包装很好,0.997631,0.00236918,0.994735,2
包装,包装,1.0,包装很好,0.997631,0.00236918,0.994735,2
正品,正品,1.0,是正品,0.998528,0.00147159,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
正品,正品,1.0,是正品,0.998528,0.00147159,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
物流,物流,1.0,物流超级快,0.99855,0.00145031,0.996777,2
物流,物流,1.0,物流真快呀,0.984824,0.015176,0.966275,2
物流,物流,1.0,东西还不错物流很快,0.979726,0.0202741,0.954947,2
质量,外观,0.873,看外观和线下药店差不多,0.755756,0.244244,0.457235,2
包装,外观,0.88,看外观和线下药店差不多,0.755756,0.244244,0.457235,2
服务,客服,0.878,客服态度也太好了吧,0.92242,0.07758,0.8276,2
效果,速度,0.722,快递速度好的惊人,0.993625,0.00637549,0.985832,2
质量,速度,0.888,快递速度好的惊人,0.993625,0.00637549,0.985832,2
价格,性价比,0.724,性价比高,0.999885,0.000115398,0.999744,2
物流,物流,1.0,物流好快啊,0.995628,0.00437244,0.990283,2
发货,收到,0.874,快递收到了,0.285143,0.714857,0.366349,0
物流,物流,1.0,物流速度还可以,0.651493,0.348507,0.225539,2
效果,速度,0.722,物流速度还可以,0.651493,0.348507,0.225539,2
质量,速度,0.888,物流速度还可以,0.651493,0.348507,0.225539,2
价格,性价比,0.724,性价比感觉还阔以,0.996676,0.00332365,0.992614,2
发货,提前,0.869,提前买备着,0.988996,0.011004,0.975547,2
质量,速度快,0.712,速度快,0.999907,9.25521e-05,0.999794,2
效果,效果,1.0,感康智这种小感冒效果特别好,0.996269,0.00373133,0.991708,2
效果,常备,0.854,家庭常备,0.988739,0.0112607,0.974976,2
发货,收到,0.874,收到,0.688881,0.311119,0.308625,2
质量,质量,1.0,质量很好,0.999824,0.000176511,0.999608,2
发货,发货,1.0,发货迅速,0.873656,0.126344,0.719235,2
正品,正品,1.0,正品,0.999576,0.000424335,0.999057,2
包装,正品,0.89,正品,0.999576,0.000424335,0.999057,2
正品,正品,1.0,是正品,0.998528,0.00147158,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
效果,速度,0.722,速度很快,0.999424,0.000575719,0.998721,2
质量,速度,0.888,速度很快,0.999424,0.000575719,0.998721,2
物流,物流,1.0,物流超快,0.998015,0.00198512,0.995589,2
物流,物流,1.0,物流很快,0.994968,0.00503173,0.988818,2
发货,收到,0.874,15天终于收到了这个快递,0.976657,0.0233427,0.948127,2
正品,正品,1.0,是正品,0.998528,0.00147159,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
发货,卖家,0.729,希望卖家大卖,0.28905,0.71095,0.357666,0
发货,收到,0.874,刚收到包裹都没拆也不能退,0.00562906,0.994371,0.987491,0
包装,包裹,0.888,刚收到包裹都没拆也不能退,0.00562906,0.994371,0.987491,0
正品,包装,0.89,包装细致,0.999626,0.000374514,0.999168,2
包装,包装,1.0,包装细致,0.999626,0.000374514,0.999168,2
物流,物流,1.0,物流很快,0.994968,0.00503173,0.988818,2
正品,正品,1.0,应该是正品,0.981543,0.0184572,0.958984,2
包装,正品,0.89,应该是正品,0.981543,0.0184572,0.958984,2
效果,药效,0.888,药效俱佳,0.999608,0.000391857,0.999129,2
发货,收到,0.874,这个也收到很有效果,0.998847,0.0011533,0.997437,2
效果,效果,1.0,这个也收到很有效果,0.998847,0.0011533,0.997437,2
价格,性价比,0.724,性价比高,0.999885,0.000115398,0.999744,2
正品,正品,1.0,看着是正品,0.998829,0.00117106,0.997398,2
包装,正品,0.89,看着是正品,0.998829,0.00117107,0.997398,2
正品,包装,0.89,包装也挺好的,0.999142,0.000857662,0.998094,2
包装,包装,1.0,包装也挺好的,0.999142,0.000857662,0.998094,2
效果,速度,0.722,速度很快,0.999424,0.000575719,0.998721,2
质量,速度,0.888,速度很快,0.999424,0.000575719,0.998721,2
发货,到货,1.0,到货后,0.4234,0.5766,0.059111,0
质量,品质,0.893,品质很好,0.999863,0.000136979,0.999696,2
品牌,品质,0.881,品质很好,0.999863,0.000136979,0.999696,2
发货,发货,1.0,发货速度快,0.981521,0.0184791,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.0184791,0.958935,2
正品,正品,1.0,正品,0.999576,0.000424335,0.999057,2
包装,正品,0.89,正品,0.999576,0.000424335,0.999057,2
正品,正品,1.0,正品,0.999576,0.000424335,0.999057,2
包装,正品,0.89,正品,0.999576,0.000424336,0.999057,2
发货,发货,1.0,发货和物流都很快,0.98619,0.0138095,0.969312,2
物流,物流,1.0,发货和物流都很快,0.98619,0.0138095,0.969312,2
效果,效果,1.0,效果不错,0.999498,0.000502392,0.998884,2
物流,物流,1.0,物流快,0.996123,0.0038765,0.991386,2
价格,价格,1.0,价格优惠,0.992851,0.00714879,0.984114,2
效果,效果,1.0,效果好,0.99984,0.000159736,0.999645,2
发货,发货,1.0,发货很快,0.946432,0.0535677,0.880961,2
发货,收到,0.874,收到了,0.391056,0.608944,0.130987,0
价格,廉价,0.879,没有廉价的感觉,0.151205,0.848795,0.663989,0
正品,送货,0.875,送货很快,0.989402,0.0105981,0.976449,2
发货,送货,1.0,送货很快,0.989402,0.0105981,0.976449,2
物流,物流,1.0,物流快,0.996123,0.00387649,0.991386,2
质量,质量,1.0,质量好,0.999792,0.00020821,0.999537,2
正品,药品,0.879,一直在阿里买一些药品,0.989261,0.0107387,0.976136,2
包装,药品,0.878,一直在阿里买一些药品,0.989261,0.0107387,0.976136,2
正品,正品,1.0,正品,0.999576,0.000424336,0.999057,2
包装,正品,0.89,正品,0.999576,0.000424335,0.999057,2
发货,发货,1.0,发货快收到快,0.881798,0.118202,0.737328,2
发货,收到,0.874,发货快收到快,0.881798,0.118202,0.737328,2
正品,包装,0.89,包装还好看,0.895754,0.104246,0.768341,2
包装,包装,1.0,包装还好看,0.895754,0.104246,0.768342,2
发货,发货,1.0,发货很快,0.946432,0.0535677,0.880961,2
物流,物流,1.0,感觉物流超级慢,0.00701236,0.992988,0.984417,0
效果,药效,0.888,药效也一般,0.00329297,0.996707,0.992682,0
正品,包装,0.89,快递包装完好,0.926533,0.0734673,0.836739,2
正品,包装,0.89,药品包装完好,0.98897,0.0110304,0.975488,2
包装,包装,1.0,快递包装完好,0.926533,0.0734673,0.836739,2
包装,包装,1.0,药品包装完好,0.98897,0.0110304,0.975488,2
正品,药品,0.879,药品包装完好,0.98897,0.0110304,0.975488,2
正品,药品,0.879,正品药品,0.994526,0.0054738,0.987836,2
包装,药品,0.878,药品包装完好,0.98897,0.0110304,0.975488,2
包装,药品,0.878,正品药品,0.994526,0.0054738,0.987836,2
正品,包装,0.89,快递包装完好,0.926533,0.0734673,0.836739,2
正品,包装,0.89,药品包装完好,0.98897,0.0110304,0.975488,2
包装,包装,1.0,快递包装完好,0.926533,0.0734673,0.836739,2
包装,包装,1.0,药品包装完好,0.98897,0.0110304,0.975488,2
正品,正品,1.0,正品药品,0.994526,0.0054738,0.987836,2
包装,正品,0.89,正品药品,0.994526,0.0054738,0.987836,2
正品,药品,0.879,药品包装完好,0.98897,0.0110304,0.975488,2
正品,药品,0.879,正品药品,0.994526,0.0054738,0.987836,2
包装,药品,0.878,药品包装完好,0.98897,0.0110304,0.975488,2
包装,药品,0.878,正品药品,0.994526,0.0054738,0.987836,2
效果,效果,1.0,效果很好,0.999885,0.000115396,0.999744,2
正品,包装,0.89,这包装也太高级了,0.0421741,0.957826,0.90628,0
包装,包装,1.0,这包装也太高级了,0.0421741,0.957826,0.90628,0
物流,物流,1.0,物流很快,0.994968,0.00503173,0.988818,2
发货,囤货,0.888,买来囤货的,0.935737,0.0642628,0.857194,2
效果,换季,0.859,换季容易感冒,0.320914,0.679086,0.286858,0
物流,送,0.852,这药送的很快啊,0.927423,0.0725773,0.838717,2
发货,送,0.871,这药送的很快啊,0.927423,0.0725773,0.838717,2
包装,药盒,0.882,这个药盒设计的很奇特,0.900048,0.0999518,0.777885,2
发货,发货,1.0,发货快,0.882109,0.117891,0.738021,2
价格,评价,0.858,这个怎么评价呢？,0.000901994,0.999098,0.997996,0
效果,多心,0.852,原来是我多心了,0.898288,0.101712,0.773972,2
价格,价格,1.0,主要是价格还不会贵,0.969757,0.0302425,0.932794,2
物流,物流,1.0,物流也快,0.997352,0.00264762,0.994116,2
发货,付款,0.894,付款当天就发货了,0.00684917,0.993151,0.984779,0
发货,发货,1.0,付款当天就发货了,0.00684918,0.993151,0.984779,0
服务,客服,0.878,店铺客服和快递,0.791487,0.208513,0.536638,2
发货,收到,0.874,收到备着吧,0.431275,0.568725,0.0416109,0
价格,性价比,0.724,性价比高,0.999885,0.000115398,0.999744,2
正品,货,0.884,货已经收到了,0.555891,0.444109,0.0130918,2
正品,货,0.884,发货非常快,0.993439,0.0065609,0.98542,2
发货,货,0.891,货已经收到了,0.555891,0.444109,0.0130912,2
发货,货,0.891,发货非常快,0.993439,0.00656091,0.98542,2
发货,收到,0.874,货已经收到了,0.555891,0.444109,0.0130912,2
发货,发货,1.0,发货非常快,0.993439,0.0065609,0.98542,2
发货,发货,1.0,发货很快,0.946432,0.0535677,0.880961,2
质量,服务态度,0.877,服务态度好,0.984013,0.0159866,0.964474,2
服务,服务态度,0.881,服务态度好,0.984013,0.0159866,0.964474,2
发货,送货上门,0.899,送货上门,0.978926,0.0210735,0.95317,2
发货,收到,0.874,感冒药收到了,0.163737,0.836263,0.636139,0
质量,质量,1.0,质量棒极了,0.999912,8.76134e-05,0.999805,2
正品,包装,0.89,包装好,0.977648,0.0223516,0.95033,2
包装,包装,1.0,包装好,0.977648,0.0223517,0.95033,2
效果,换季,0.859,换季了买一盒放着备用,0.97568,0.0243196,0.945957,2
质量,感,0.874,很有设计感,0.999747,0.000252602,0.999439,2
质量,感,0.874,现在感冒药都这么内卷了,0.0329207,0.967079,0.926843,0
物流,物流,1.0,物流挺快,0.971978,0.0280222,0.937728,2
质量,质量,1.0,质量不错,0.999516,0.000483598,0.998925,2
发货,发货,1.0,发货及时物流迅速,0.98295,0.0170503,0.962111,2
物流,物流,1.0,发货及时物流迅速,0.98295,0.0170503,0.962111,2
发货,收到,0.874,第二天就收到了,0.766106,0.233894,0.480235,2
正品,正规,0.871,相当正规,0.999671,0.000329268,0.999268,2
发货,发货,1.0,发货特别快,0.982275,0.0177251,0.960611,2
物流,物流,1.0,物流也快,0.997352,0.00264761,0.994116,2
效果,天冷,0.856,天冷了,0.728834,0.271166,0.397408,2
价格,以防万一,0.854,囤药以防万一药店没卖的,0.396242,0.603758,0.119463,0
服务,客服,0.878,跟客服怎么说就像看不懂中国话一样,0.000163629,0.999836,0.999636,0
发货,送到,0.865,说第二天能送到,0.930335,0.0696648,0.845189,2
发货,送到,0.865,10月10号才送到,0.535457,0.464543,0.290855,1
发货,送到,0.865,说第二天能送到,0.930335,0.0696648,0.845189,2
发货,送到,0.865,10月10号才送到,0.535457,0.464543,0.290854,1
物流,物流,1.0,物流超级慢,0.00231704,0.997683,0.994851,0
物流,送,0.852,隔夜送的,0.475906,0.524095,0.51811,1
发货,送,0.871,隔夜送的,0.475905,0.524095,0.518108,1
正品,包装,0.89,这个包装越来越有意思了,0.734646,0.265354,0.410324,2
包装,包装,1.0,这个包装越来越有意思了,0.734645,0.265354,0.410323,2
效果,起效,0.869,还是这个起效快,0.630805,0.369195,0.179567,2
发货,发货,1.0,发货到货很快,0.900922,0.0990778,0.779827,2
发货,到货,1.0,发货到货很快,0.900922,0.0990778,0.779827,2
效果,药效,0.888,药效非常好,0.999902,9.81136e-05,0.999782,2
正品,正品,1.0,是正品,0.998528,0.00147159,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
价格,规格,0.879,规格也是一样的,0.935248,0.0647522,0.856106,2
物流,物流,1.0,物流很快并且包装也很好,0.999277,0.000722563,0.998394,2
正品,包装,0.89,物流很快并且包装也很好,0.999277,0.000722563,0.998394,2
包装,包装,1.0,物流很快并且包装也很好,0.999277,0.000722563,0.998394,2
正品,收藏,0.867,已经收藏有需要再继续回购,0.999409,0.00059109,0.998686,2
发货,收藏,0.863,已经收藏有需要再继续回购,0.999409,0.00059109,0.998686,2
质量,回购,0.856,已经收藏有需要再继续回购,0.999409,0.00059109,0.998686,2
包装,做成,0.877,只是把牛肉做成面的形状,0.0302446,0.969755,0.93279,0
味道,口感,1.0,但是这个口感太新奇了,0.700105,0.299895,0.333566,2
物流,溢出,0.86,牛肉的肉汁溢出来,0.880913,0.119087,0.735363,2
物流,配料,0.868,和炒蛋的配料配合在一起,0.945226,0.0547741,0.87828,2
物流,配合,0.863,和炒蛋的配料配合在一起,0.945226,0.0547741,0.87828,2
味道,香醇,0.896,产生浓郁香醇的滋味,0.996648,0.00335206,0.992551,2
味道,滋味,0.893,产生浓郁香醇的滋味,0.996648,0.00335206,0.992551,2
