字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
正品,正品,1.0,是正品,0.998528,0.00147158,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
质量,产品质量,1.0,宝贝产品质量很好,0.999873,0.000127028,0.999718,2
正品,正品,1.0,是正品,0.998528,0.00147159,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147159,0.99673,2
发货,卖家,0.729,卖家的客服服务态度从头到尾都很好,0.990583,0.00941738,0.979072,2
服务,客服,0.878,卖家的客服服务态度从头到尾都很好,0.990583,0.0094174,0.979072,2
质量,服务态度,0.877,卖家的客服服务态度从头到尾都很好,0.990583,0.0094174,0.979072,2
服务,服务态度,0.881,卖家的客服服务态度从头到尾都很好,0.990583,0.00941738,0.979072,2
发货,发货,1.0,快递发货速度超快,0.908186,0.0918143,0.795968,2
效果,速度,0.722,快递发货速度超快,0.908186,0.0918143,0.795968,2
质量,速度,0.888,快递发货速度超快,0.908186,0.0918143,0.795968,2
发货,收到,0.874,已经收到,0.987629,0.0123706,0.97251,2
正品,正品,1.0,正品药品,0.994526,0.0054738,0.987836,2
包装,正品,0.89,正品药品,0.994526,0.0054738,0.987836,2
正品,药品,0.879,正品药品,0.994526,0.0054738,0.987836,2
包装,药品,0.878,正品药品,0.994526,0.0054738,0.987836,2
发货,进出,0.878,进出空调房,0.406409,0.593592,0.09687,0
效果,管用,0.874,这个非常管用,0.998274,0.00172612,0.996164,2
发货,发货,1.0,发货快,0.882109,0.117891,0.738021,2
正品,正牌,0.87,正牌,0.996379,0.0036205,0.991954,2
品牌,正牌,0.861,正牌,0.996379,0.0036205,0.991954,2
质量,回购,0.856,还要回购的,0.602148,0.397852,0.115883,2
发货,卖家,0.729,卖家发货速度很快包装保护的非常好是正品非常满意,0.999597,0.000403406,0.999104,2
发货,发货,1.0,卖家发货速度很快包装保护的非常好是正品非常满意,0.999597,0.000403406,0.999104,2
效果,速度,0.722,卖家发货速度很快包装保护的非常好是正品非常满意,0.999597,0.000403406,0.999104,2
质量,速度,0.888,卖家发货速度很快包装保护的非常好是正品非常满意,0.999597,0.000403406,0.999104,2
正品,包装,0.89,卖家发货速度很快包装保护的非常好是正品非常满意,0.999597,0.000403406,0.999104,2
包装,包装,1.0,卖家发货速度很快包装保护的非常好是正品非常满意,0.999597,0.000403406,0.999104,2
正品,正品,1.0,卖家发货速度很快包装保护的非常好是正品非常满意,0.999597,0.000403406,0.999104,2
包装,正品,0.89,卖家发货速度很快包装保护的非常好是正品非常满意,0.999597,0.000403406,0.999104,2
价格,价,1.0,价实惠,0.99921,0.000789649,0.998245,2
正品,正品,1.0,是正品,0.998528,0.00147158,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147159,0.99673,2
价格,价格便宜,0.877,价格便宜,0.979637,0.0203627,0.954749,2
正品,药品,0.879,药品真,0.345176,0.654824,0.232942,0
包装,药品,0.878,药品真,0.345176,0.654824,0.232942,0
正品,送货,0.875,送货快一直都很满意,0.999863,0.00013681,0.999696,2
发货,送货,1.0,送货快一直都很满意,0.999863,0.000136809,0.999696,2
效果,效果,1.0,效果好方便,0.999827,0.000172553,0.999617,2
发货,囤货,0.888,囤货,0.81158,0.18842,0.581289,2
发货,收到,0.874,宝贝收到了,0.905408,0.0945917,0.789796,2
质量,速度快,0.712,速度快包装完好,0.999704,0.000296329,0.999341,2
正品,包装,0.89,速度快包装完好,0.999704,0.000296329,0.999341,2
包装,包装,1.0,速度快包装完好,0.999704,0.000296329,0.999341,2
正品,正,0.852,正好吃上,0.997445,0.00255543,0.994321,2
价格,性价比,0.724,性价比很好,0.999921,7.89094e-05,0.999825,2
正品,正品,1.0,很棒正品,0.999912,8.79455e-05,0.999805,2
包装,正品,0.89,很棒正品,0.999912,8.79455e-05,0.999805,2
正品,正品,1.0,正品好药,0.998743,0.00125735,0.997206,2
包装,正品,0.89,正品好药,0.998743,0.00125735,0.997206,2
发货,发货,1.0,发货很快,0.946432,0.0535677,0.880961,2
质量,品质,0.893,品质很好的中成药,0.999752,0.000247534,0.99945,2
品牌,品质,0.881,品质很好的中成药,0.999752,0.000247533,0.99945,2
发货,发货,1.0,发货快,0.882109,0.117891,0.73802,2
发货,简单,0.859,简单方便,0.997805,0.00219475,0.995123,2
正品,正品,1.0,是正品,0.998528,0.00147158,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
包装,外卖,0.874,这个比外卖送的一次可以满足各种不同药备用,0.991262,0.00873847,0.980581,2
物流,送,0.852,这个比外卖送的一次可以满足各种不同药备用,0.991262,0.00873848,0.980581,2
发货,送,0.871,这个比外卖送的一次可以满足各种不同药备用,0.991262,0.00873848,0.980581,2
发货,发烧,0.861,发烧喉咙痛,0.0613053,0.938695,0.863766,0
效果,效果,1.0,这效果好,0.999671,0.000328682,0.99927,2
物流,物流,1.0,阿里大药房的物流超快,0.989874,0.0101259,0.977498,2
效果,常备,0.854,连花清瘟胶囊家里常备的没有了,0.0784883,0.921512,0.825581,0
发货,到货,1.0,到货快,0.983943,0.0160569,0.964318,2
价格,价格,1.0,价格实惠性价比高,0.999862,0.000137586,0.999694,2
价格,性价比,0.724,价格实惠性价比高,0.999862,0.000137586,0.999694,2
正品,正品,1.0,是正品,0.998528,0.00147158,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
发货,收到,0.874,今天就收到货了,0.288327,0.711673,0.359273,0
正品,货,0.884,今天就收到货了,0.288327,0.711673,0.359273,0
发货,货,0.891,今天就收到货了,0.288327,0.711673,0.359273,0
效果,效果,1.0,效果很好,0.999885,0.000115396,0.999744,2
服务,日常,0.869,趁着搞活动家里备点日常用药,0.924774,0.0752264,0.83283,2
正品,产品,0.884,产品不错,0.998199,0.00180086,0.995998,2
品牌,产品,1.0,产品不错,0.998199,0.00180086,0.995998,2
价格,价格合理,0.871,价格合理,0.99979,0.000210452,0.999532,2
价格,价格,1.0,价格实惠,0.999855,0.00014521,0.999677,2
价格,亲民,0.858,亲民价格,0.996873,0.00312735,0.99305,2
味道,亲民,0.873,亲民价格,0.996873,0.00312735,0.99305,2
价格,价格,1.0,亲民价格,0.996873,0.00312735,0.99305,2
发货,收到,0.874,收到了,0.391056,0.608944,0.130988,0
质量,质量,1.0,质量不错,0.999516,0.000483598,0.998925,2
价格,价格,1.0,价格比较优惠,0.932235,0.0677655,0.84941,2
发货,发货,1.0,发货配色都很快,0.977718,0.0222818,0.950485,2
物流,配色,0.854,发货配色都很快,0.977718,0.0222818,0.950485,2
发货,收到,0.874,宝贝收到了,0.905408,0.0945917,0.789796,2
正品,正品,1.0,是正品,0.998528,0.00147158,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
效果,效果,1.0,效果很好,0.999885,0.000115396,0.999744,2
发货,发货,1.0,快递发货很快,0.955273,0.0447269,0.900607,2
正品,正品,1.0,正品,0.999576,0.000424335,0.999057,2
包装,正品,0.89,正品,0.999576,0.000424335,0.999057,2
价格,性价比,0.724,性价比高满意,0.99993,7.00934e-05,0.999844,2
价格,价格,1.0,活动价格挺划算,0.997177,0.0028232,0.993726,2
效果,药效,0.888,药效可以,0.995072,0.0049276,0.98905,2
发货,收到,0.874,收到,0.688881,0.311119,0.308625,2
价格,价格,1.0,价格实惠,0.999855,0.000145209,0.999677,2
发货,下单,1.0,昨天晚上下单的,0.513441,0.486559,0.731182,1
物流,物流,1.0,物流给力,0.998603,0.00139742,0.996895,2
价格,价格,1.0,价格实在很好,0.999091,0.00090881,0.99798,2
发货,收到,0.874,药收到了,0.12742,0.87258,0.716845,0
正品,包装,0.89,包装完好,0.975809,0.0241915,0.946241,2
包装,包装,1.0,包装完好,0.975809,0.0241915,0.946241,2
正品,正品,1.0,是正品,0.998528,0.00147159,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147159,0.99673,2
价格,价格,1.0,价格实惠,0.999855,0.00014521,0.999677,2
物流,物流,1.0,好棒物流快东西好我很喜欢,0.999837,0.000162895,0.999638,2
包装,老板,0.864,老板包装认真仔细,0.973509,0.0264908,0.941132,2
正品,包装,0.89,老板包装认真仔细,0.973509,0.0264908,0.941132,2
包装,包装,1.0,老板包装认真仔细,0.973509,0.0264908,0.941132,2
物流,物流,1.0,物流速度很快,0.994871,0.00512919,0.988602,2
效果,速度,0.722,物流速度很快,0.994871,0.00512919,0.988602,2
质量,速度,0.888,物流速度很快,0.994871,0.00512919,0.988602,2
物流,配送,1.0,配送很及时,0.998688,0.00131198,0.997085,2
效果,效果,1.0,效果很好,0.999885,0.000115396,0.999744,2
价格,性价比,0.724,性价比很高,0.99989,0.000110221,0.999755,2
价格,评价,0.858,用后评价,0.482653,0.517347,0.653052,1
正品,包装,0.89,包装完好快递速度也快,0.992847,0.00715287,0.984105,2
包装,包装,1.0,包装完好快递速度也快,0.992847,0.00715287,0.984105,2
效果,速度,0.722,包装完好快递速度也快,0.992847,0.00715287,0.984105,2
质量,速度,0.888,包装完好快递速度也快,0.992847,0.00715287,0.984105,2
发货,发货,1.0,发货快,0.882109,0.117891,0.73802,2
效果,常备,0.854,家庭常备用药,0.944125,0.0558749,0.875834,2
效果,常备,0.854,此药是家中常备,0.805288,0.194712,0.567307,2
效果,速度,0.722,速度很快,0.999424,0.000575719,0.998721,2
质量,速度,0.888,速度很快,0.999424,0.000575719,0.998721,2
正品,真品,0.885,豆薯真品,0.924956,0.075044,0.833235,2
包装,真品,0.884,豆薯真品,0.924956,0.075044,0.833235,2
物流,物流,1.0,物流快,0.996123,0.0038765,0.991386,2
发货,下单,1.0,昨天下单今天早上就到了,0.945797,0.0542026,0.87955,2
包装,包装盒,1.0,包装盒漂亮,0.998518,0.00148154,0.996708,2
效果,保质期,0.867,保质期长23年5月到期,0.53622,0.46378,0.27559,1
包装,保质期,0.944,保质期长23年5月到期,0.536221,0.463779,0.275589,1
质量,标准,0.882,标准,0.436906,0.563094,0.0290971,0
包装,标准,0.872,标准,0.436906,0.563094,0.0290971,0
质量,质量,1.0,质量非常好,0.999898,0.000101773,0.999774,2
价格,价格便宜,0.877,价格便宜,0.979637,0.0203627,0.954749,2
质量,速度快,0.712,便宜速度快,0.998048,0.00195175,0.995663,2
正品,正规,0.871,正规,0.995989,0.00401099,0.991087,2
正品,正品,1.0,正品,0.999576,0.000424336,0.999057,2
包装,正品,0.89,正品,0.999576,0.000424335,0.999057,2
发货,发货,1.0,发货快,0.882109,0.117891,0.738021,2
效果,效果,1.0,有效果,0.998205,0.00179466,0.996012,2
味道,一条,0.862,这是一条好评,0.997598,0.00240215,0.994662,2
正品,产品,0.884,产品肯定是没有过分的缺点和超出什么预期,0.0316773,0.968323,0.929606,0
品牌,产品,1.0,产品肯定是没有过分的缺点和超出什么预期,0.0316773,0.968323,0.929606,0
价格,价位,1.0,一定是正常情况下对得起价位,0.657208,0.342792,0.23824,2
质量,价位,0.883,一定是正常情况下对得起价位,0.657208,0.342792,0.23824,2
物流,物流,1.0,物流很快,0.994968,0.00503173,0.988818,2
正品,包装,0.89,包装完好,0.975809,0.0241915,0.946241,2
包装,包装,1.0,包装完好,0.975809,0.0241915,0.946241,2
正品,正品,1.0,正品,0.999576,0.000424336,0.999057,2
包装,正品,0.89,正品,0.999576,0.000424335,0.999057,2
正品,药品,0.879,药品就算了不知道该怎么评价反正和药店里买的都一样,0.00121609,0.998784,0.997298,0
包装,药品,0.878,药品就算了不知道该怎么评价反正和药店里买的都一样,0.00121609,0.998784,0.997298,0
价格,评价,0.858,药品就算了不知道该怎么评价反正和药店里买的都一样,0.00121609,0.998784,0.997298,0
发货,发货,1.0,发货也挺快的质量很好,0.999171,0.000828854,0.998158,2
质量,质量,1.0,发货也挺快的质量很好,0.999171,0.000828853,0.998158,2
服务,客服,0.878,客服态度也特好,0.990834,0.00916623,0.979631,2
物流,物流,1.0,物流非常快,0.998281,0.00171945,0.996179,2
发货,发货,1.0,发货快,0.882109,0.117891,0.73802,2
正品,包装,0.89,包装完好无损,0.986762,0.0132379,0.970582,2
包装,包装,1.0,包装完好无损,0.986762,0.0132379,0.970582,2
正品,真货,0.888,如果是真货,0.0239851,0.976015,0.9467,0
发货,真货,0.872,如果是真货,0.0239851,0.976015,0.9467,0
质量,物超所值,0.871,物超所值,0.999436,0.000563886,0.998747,2
正品,包装,0.89,包装完好,0.975809,0.0241915,0.946241,2
包装,包装,1.0,包装完好,0.975809,0.0241915,0.946241,2
发货,发货,1.0,发货快,0.882109,0.117891,0.73802,2
正品,正品,1.0,是正品哦⊙,0.999115,0.0008854,0.998033,2
包装,正品,0.89,是正品哦⊙,0.999115,0.000885401,0.998033,2
正品,正品,1.0,是正品哦⊙,0.999115,0.000885401,0.998033,2
包装,正品,0.89,是正品哦⊙,0.999115,0.000885401,0.998033,2
发货,发货,1.0,还是不错的发货也快非常满意的,0.998653,0.00134689,0.997007,2
正品,正品,1.0,正品好药良心商家,0.997051,0.00294943,0.993446,2
包装,正品,0.89,正品好药良心商家,0.997051,0.00294943,0.993446,2
发货,发货,1.0,发货速度挺快,0.980918,0.0190818,0.957596,2
效果,速度,0.722,发货速度挺快,0.980918,0.0190818,0.957596,2
质量,速度,0.888,发货速度挺快,0.980918,0.0190818,0.957596,2
正品,包装,0.89,包装的挺好的,0.985675,0.0143249,0.968167,2
包装,包装,1.0,包装的挺好的,0.985675,0.0143249,0.968167,2
质量,服务态度,0.877,健康指导师097服务态度挺好,0.956877,0.0431228,0.904171,2
服务,服务态度,0.881,健康指导师097服务态度挺好,0.956877,0.0431228,0.904171,2
正品,产品,0.884,家里一直必备的产品,0.999767,0.000232844,0.999483,2
品牌,产品,1.0,家里一直必备的产品,0.999767,0.000232844,0.999483,2
发货,收到,0.874,宝贝已收到,0.969271,0.0307294,0.931712,2
正品,正品,1.0,正品,0.999576,0.000424336,0.999057,2
包装,正品,0.89,正品,0.999576,0.000424335,0.999057,2
质量,回购,0.856,非常满意会回购,0.999968,3.20686e-05,0.999929,2
发货,到货,1.0,到货速度特别快,0.998397,0.00160344,0.996437,2
效果,速度,0.722,到货速度特别快,0.998397,0.00160344,0.996437,2
质量,速度,0.888,到货速度特别快,0.998397,0.00160344,0.996437,2
正品,正品,1.0,正品药,0.991438,0.0085623,0.980973,2
包装,正品,0.89,正品药,0.991438,0.0085623,0.980973,2
正品,盒装,0.704,24小盒装,0.954305,0.0456949,0.898456,2
包装,盒装,0.88,24小盒装,0.954305,0.045695,0.898456,2
发货,收到,0.874,收到,0.688881,0.311119,0.308625,2
发货,收到,0.874,昨晚买今天就收到,0.89724,0.10276,0.771645,2
发货,收到,0.874,收到,0.688881,0.311119,0.308625,2
发货,收到,0.874,昨晚买今天就收到,0.89724,0.10276,0.771645,2
效果,常备,0.854,家里常备,0.994315,0.00568474,0.987367,2
质量,质量,1.0,质量也很好,0.99987,0.000130457,0.99971,2
正品,正品,1.0,正品药,0.991438,0.0085623,0.980973,2
包装,正品,0.89,正品药,0.991438,0.0085623,0.980973,2
效果,常备,0.854,家中常备,0.996399,0.00360102,0.991998,2
发货,发货,1.0,发货快,0.882109,0.117891,0.738021,2
正品,药品,0.879,药品有保障,0.993369,0.00663099,0.985264,2
包装,药品,0.878,药品有保障,0.993369,0.00663099,0.985264,2
效果,常备,0.854,家里常备药品,0.977305,0.0226945,0.949568,2
正品,药品,0.879,家里常备药品,0.977305,0.0226946,0.949568,2
包装,药品,0.878,家里常备药品,0.977305,0.0226946,0.949568,2
效果,几盒,0.857,变天了多囤几盒,0.963093,0.0369073,0.917984,2
效果,有用,0.87,有用,0.998541,0.00145871,0.996758,2
服务,服药,0.855,服药三天已基本好了,0.983612,0.016388,0.963582,2
质量,质量,1.0,晚上睡眠质量也改善了,0.887759,0.112241,0.750576,2
发货,发货,1.0,发货快,0.882109,0.117891,0.73802,2
发货,囤货,0.888,囤货,0.81158,0.18842,0.581289,2
正品,正规,0.871,是正规药,0.842089,0.157912,0.649086,2
物流,送,0.852,送的也挺快,0.996958,0.00304207,0.99324,2
发货,送,0.871,送的也挺快,0.996958,0.00304207,0.99324,2
包装,这盒,0.856,这盒药破了,0.000488529,0.999511,0.998914,0
质量,回购,0.856,多次回购了,0.994885,0.00511498,0.988633,2
效果,快来,0.856,冬天快来了,0.992242,0.00775799,0.98276,2
发货,提前,0.869,提前购买,0.99027,0.00972983,0.978378,2
效果,常备,0.854,家里常备感冒药,0.96016,0.0398401,0.911466,2
效果,速度,0.722,速度又快,0.999838,0.00016239,0.999639,2
质量,速度,0.888,速度又快,0.999838,0.00016239,0.999639,2
价格,价格,1.0,价格也比药房优惠,0.976629,0.0233712,0.948064,2
发货,收到,0.874,宝贝儿收到了,0.914718,0.085282,0.810485,2
正品,包装,0.89,包装很好,0.997631,0.00236918,0.994735,2
包装,包装,1.0,包装很好,0.997631,0.00236918,0.994735,2
效果,效果,1.0,效果也很棒,0.999972,2.77156e-05,0.999939,2
发货,卖家,0.729,卖家服务很好,0.988976,0.011024,0.975502,2
服务,服务,1.0,卖家服务很好,0.988976,0.011024,0.975502,2
发货,发货,1.0,发货很快,0.946432,0.0535677,0.880961,2
价格,价格,1.0,价格也便宜,0.991583,0.00841654,0.981296,2
发货,卖家,0.729,和卖家描述一致,0.297553,0.702447,0.338772,0
发货,卖家,0.729,卖家服务态度非常好,0.992424,0.00757563,0.983165,2
质量,服务态度,0.877,卖家服务态度非常好,0.992424,0.00757564,0.983165,2
服务,服务态度,0.881,卖家服务态度非常好,0.992424,0.00757563,0.983165,2
发货,收到,0.874,转天就收到了,0.90093,0.0990697,0.779845,2
质量,服务态度,0.877,服务态度好,0.984013,0.0159866,0.964474,2
服务,服务态度,0.881,服务态度好,0.984013,0.0159866,0.964474,2
发货,下单,1.0,下单后发货快,0.481213,0.518787,0.624257,1
发货,发货,1.0,下单后发货快,0.481213,0.518787,0.624254,1
发货,收到,0.874,药收到了,0.12742,0.87258,0.716845,0
效果,常备,0.854,秋冬常备,0.998604,0.0013956,0.996899,2
发货,送药,0.865,送药速度快,0.993032,0.00696768,0.984516,2
质量,速度快,0.712,送药速度快,0.993032,0.00696769,0.984516,2
发货,发货,1.0,发货快,0.882109,0.117891,0.73802,2
正品,正品,1.0,是正品,0.998528,0.00147159,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147159,0.99673,2
发货,送上,0.865,全五星好评送上,0.999841,0.000158606,0.999648,2
正品,包装,0.89,包装很好,0.997631,0.00236918,0.994735,2
包装,包装,1.0,包装很好,0.997631,0.00236918,0.994735,2
发货,收获,0.857,收获太快了,0.896766,0.103234,0.770592,2
发货,到货,1.0,一天到货,0.690119,0.309881,0.311376,2
发货,发货,1.0,发货快,0.882109,0.117891,0.73802,2
物流,物流,1.0,物流快,0.996123,0.0038765,0.991386,2
发货,收到,0.874,收到了满意,0.998825,0.00117498,0.997389,2
物流,物流,1.0,物流很快,0.994968,0.00503173,0.988818,2
质量,保质保量,0.865,保质保量,0.997835,0.00216501,0.995189,2
质量,回购,0.856,下次在回购,0.998641,0.00135933,0.996979,2
效果,换季,0.859,换季必备,0.999353,0.000647463,0.998561,2
发货,发货,1.0,发货很快,0.946432,0.0535677,0.880961,2
正品,正品,1.0,正品放心购买,0.999574,0.00042586,0.999054,2
包装,正品,0.89,正品放心购买,0.999574,0.00042586,0.999054,2
价格,性价比,0.724,性价比高,0.999885,0.000115398,0.999744,2
发货,卖家,0.729,感谢卖家,0.938787,0.0612135,0.86397,2
发货,收到,0.874,宝贝收到了,0.905408,0.0945918,0.789796,2
发货,发货,1.0,发货很快,0.946432,0.0535677,0.880961,2
效果,保质期,0.867,保质期也很长,0.925302,0.0746977,0.834005,2
包装,保质期,0.944,保质期也很长,0.925302,0.0746977,0.834005,2
效果,药效,0.888,药效可以流感好了,0.986909,0.0130911,0.970909,2
物流,物流,1.0,物流也很快,0.998092,0.00190818,0.99576,2
物流,物流,1.0,物流超级给力,0.999491,0.000509217,0.998868,2
正品,产品,0.884,家长的产品,0.538443,0.461557,0.231137,1
品牌,产品,1.0,家长的产品,0.538443,0.461557,0.231141,1
发货,备货,0.895,买来备货的,0.951486,0.0485143,0.89219,2
正品,正品,1.0,正品,0.999576,0.000424335,0.999057,2
包装,正品,0.89,正品,0.999576,0.000424335,0.999057,2
服务,客服,0.878,客服态度也太好了吧,0.92242,0.07758,0.8276,2
价格,价格便宜,0.877,价格便宜,0.979637,0.0203627,0.95475,2
质量,产品质量,1.0,产品质量,0.667149,0.332851,0.260332,2
服务,客服,0.878,客服服务态度特别好,0.994917,0.00508309,0.988704,2
质量,服务态度,0.877,客服服务态度特别好,0.994917,0.00508309,0.988704,2
服务,服务态度,0.881,客服服务态度特别好,0.994917,0.00508309,0.988704,2
物流,物流,1.0,物流运输快捷,0.997975,0.00202486,0.9955,2
发货,卖家,0.729,信誉商家良心卖家包装好物流快好评好评好评好评好评,0.995526,0.00447441,0.990057,2
正品,包装,0.89,信誉商家良心卖家包装好物流快好评好评好评好评好评,0.995526,0.00447441,0.990057,2
包装,包装,1.0,信誉商家良心卖家包装好物流快好评好评好评好评好评,0.995526,0.00447441,0.990057,2
物流,物流,1.0,信誉商家良心卖家包装好物流快好评好评好评好评好评,0.995526,0.00447441,0.990057,2
价格,性价比,0.724,性价比很高,0.99989,0.000110221,0.999755,2
发货,发货,1.0,发货很快,0.946432,0.0535677,0.880961,2
发货,收到,0.874,宝贝已收到,0.969271,0.0307294,0.931712,2
发货,发货,1.0,发货快,0.882109,0.117891,0.73802,2
物流,物流,1.0,物流好,0.99372,0.00627974,0.986045,2
价格,价廉物美,0.874,价廉物美值得购买,0.999497,0.000502848,0.998883,2
质量,价廉物美,0.871,价廉物美值得购买,0.999497,0.000502848,0.998883,2
质量,物超所值,0.871,物超所值啊,0.999511,0.000489281,0.998913,2
发货,发货,1.0,发货快一天就收到了,0.119509,0.880491,0.734424,0
发货,收到,0.874,发货快一天就收到了,0.119509,0.880491,0.734424,0
效果,速度,0.722,快递速度很快,0.970829,0.0291709,0.935176,2
质量,速度,0.888,快递速度很快,0.970829,0.0291709,0.935176,2
发货,收到,0.874,宝贝收到啦,0.98854,0.0114599,0.974533,2
发货,发货,1.0,店家发货很快,0.936966,0.0630337,0.859925,2
质量,服务质量,0.887,服务质量好,0.993905,0.00609465,0.986456,2
服务,服务质量,0.882,服务质量好,0.993905,0.00609465,0.986456,2
发货,发货,1.0,掌柜发货很及时,0.988392,0.0116085,0.974203,2
物流,物流公司,0.854,物流公司服务态度很好,0.994908,0.00509178,0.988685,2
质量,服务态度,0.877,物流公司服务态度很好,0.994908,0.00509178,0.988685,2
服务,服务态度,0.881,物流公司服务态度很好,0.994908,0.00509178,0.988685,2
物流,运送,0.873,运送速度很快,0.989535,0.0104648,0.976745,2
效果,速度,0.722,运送速度很快,0.989535,0.0104648,0.976745,2
质量,速度,0.888,运送速度很快,0.989535,0.0104648,0.976745,2
发货,发货,1.0,速发货,0.452837,0.547163,0.056749,1
发货,收到,0.874,已收到货囤着,0.623713,0.376287,0.163807,2
正品,货,0.884,已收到货囤着,0.623713,0.376287,0.163807,2
发货,货,0.891,已收到货囤着,0.623713,0.376287,0.163807,2
价格,售卖,0.877,当地药店不售卖退烧药,0.171157,0.828843,0.619651,0
物流,物流,1.0,物流很快,0.994968,0.00503173,0.988818,2
效果,有用,0.87,很有用,0.9998,0.000200452,0.999555,2
发货,发货,1.0,发货快,0.882109,0.117891,0.738021,2
效果,速度,0.722,速度好快,0.999847,0.000152793,0.99966,2
质量,速度,0.888,速度好快,0.999847,0.000152793,0.99966,2
物流,物流,1.0,物流很快,0.994968,0.00503173,0.988818,2
价格,生产日期,0.877,生产日期也新鲜,0.999274,0.000726312,0.998386,2
效果,常备,0.854,家庭常备,0.988739,0.0112606,0.974976,2
发货,囤货,0.888,囤货中,0.751864,0.248136,0.448587,2
发货,发烧,0.861,关键是治感冒发烧效果很好,0.990452,0.00954782,0.978783,2
效果,效果,1.0,关键是治感冒发烧效果很好,0.990452,0.00954783,0.978783,2
正品,产品,0.884,产品不错,0.998199,0.00180086,0.995998,2
品牌,产品,1.0,产品不错,0.998199,0.00180086,0.995998,2
发货,发货,1.0,发货挺快,0.93386,0.0661403,0.853022,2
物流,物流,1.0,就是物流太磨叽,0.693157,0.306843,0.318127,2
正品,包装,0.89,包装也挺好的,0.999142,0.000857661,0.998094,2
包装,包装,1.0,包装也挺好的,0.999142,0.000857661,0.998094,2
正品,正品,1.0,是正品,0.998528,0.00147159,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147159,0.99673,2
物流,物流,1.0,物流速度有些快,0.933192,0.0668077,0.851538,2
效果,速度,0.722,物流速度有些快,0.933192,0.0668077,0.851538,2
质量,速度,0.888,物流速度有些快,0.933192,0.0668077,0.851538,2
发货,发货,1.0,发货快,0.882109,0.117891,0.738021,2
正品,包装,0.89,包装好,0.977648,0.0223517,0.95033,2
包装,包装,1.0,包装好,0.977648,0.0223516,0.95033,2
服务,服务,1.0,为服务点赞,0.999731,0.000268559,0.999403,2
物流,物流,1.0,物流很快,0.994968,0.00503173,0.988818,2
质量,询问,0.846,快递小哥打电话询问不错,0.971899,0.0281015,0.937552,2
正品,是因为,0.853,一是因为比较便宜,0.586733,0.413267,0.0816296,2
价格,价格,1.0,价格优惠,0.992851,0.00714879,0.984114,2
质量,质量,1.0,二是质量有保证,0.996718,0.00328226,0.992706,2
服务,客服,0.878,客服的服务态度很好,0.986654,0.0133456,0.970343,2
质量,服务态度,0.877,客服的服务态度很好,0.986654,0.0133456,0.970343,2
服务,服务态度,0.881,客服的服务态度很好,0.986654,0.0133456,0.970343,2
物流,交流,0.865,在晚上很晚的时候还能跟我进行及时的交流,0.989835,0.0101647,0.977412,2
物流,物流,1.0,物流发货速度也比较快,0.967189,0.032811,0.927087,2
发货,发货,1.0,物流发货速度也比较快,0.967189,0.032811,0.927087,2
效果,速度,0.722,物流发货速度也比较快,0.967189,0.032811,0.927087,2
质量,速度,0.888,物流发货速度也比较快,0.967189,0.032811,0.927087,2
正品,包装,0.89,包装很好,0.997631,0.00236918,0.994735,2
包装,包装,1.0,包装很好,0.997631,0.00236918,0.994735,2
正品,药品,0.879,之后还会持续在这里购买有需要的药品,0.999348,0.000652438,0.99855,2
包装,药品,0.878,之后还会持续在这里购买有需要的药品,0.999348,0.000652437,0.99855,2
正品,正品,1.0,是正品,0.998528,0.00147158,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
正品,正品,1.0,阿里大药房都是正品有保障就OK了,0.986442,0.0135576,0.969872,2
包装,正品,0.89,阿里大药房都是正品有保障就OK了,0.986442,0.0135576,0.969872,2
价格,生产,0.881,日期都是今年生产的,0.708511,0.291489,0.352246,2
正品,券,0.877,用了券更不错,0.996792,0.00320842,0.99287,2
物流,物流,1.0,物流快,0.996123,0.0038765,0.991386,2
正品,正品,1.0,正品,0.999576,0.000424335,0.999057,2
包装,正品,0.89,正品,0.999576,0.000424336,0.999057,2
正品,正品,1.0,正品,0.999576,0.000424335,0.999057,2
包装,正品,0.89,正品,0.999576,0.000424336,0.999057,2
正品,包装,0.89,包装很好,0.997631,0.00236918,0.994735,2
包装,包装,1.0,包装很好,0.997631,0.00236918,0.994735,2
发货,到货,1.0,到货挺快,0.951203,0.0487966,0.891563,2
价格,性价比,0.724,性价比高,0.999885,0.000115398,0.999744,2
发货,备货,0.895,备货,0.936817,0.0631831,0.859593,2
发货,收到,0.874,收到了,0.391056,0.608944,0.130988,0
发货,发货,1.0,发货送货非常快,0.993475,0.00652537,0.985499,2
正品,送货,0.875,发货送货非常快,0.993475,0.00652536,0.985499,2
发货,送货,1.0,发货送货非常快,0.993475,0.00652536,0.985499,2
物流,流,0.858,流感冒,0.900168,0.0998321,0.778151,2
