字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
发货,发货,1.0,发货速度快,0.981521,0.018479,0.958935,2
发货,发货,1.0,发货速度快,0.981521,0.0184791,0.958935,2
发货,发货,1.0,发货速度快,0.981521,0.0184791,0.958935,2
发货,发货,1.0,发货速度快,0.981521,0.0184791,0.958935,2
发货,发货,1.0,发货速度快,0.981521,0.018479,0.958935,2
发货,发货,1.0,发货速度快,0.981521,0.0184791,0.958935,2
发货,发货,1.0,购买放心发货速度快,0.99925,0.000750015,0.998333,2
发货,发货,1.0,购买放心发货速度快,0.99925,0.000750015,0.998333,2
质量,速度快,0.712,发货速度快,0.981521,0.018479,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.018479,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.018479,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.018479,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.0184791,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.018479,0.958935,2
质量,速度快,0.712,购买放心发货速度快,0.99925,0.000750015,0.998333,2
质量,速度快,0.712,购买放心发货速度快,0.99925,0.000750015,0.998333,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
发货,发货,1.0,发货速度快,0.981521,0.0184791,0.958935,2
发货,发货,1.0,发货速度快,0.981521,0.018479,0.958935,2
发货,发货,1.0,发货速度快,0.981521,0.018479,0.958935,2
发货,发货,1.0,发货速度快,0.981521,0.0184791,0.958935,2
发货,发货,1.0,发货速度快,0.981521,0.018479,0.958935,2
发货,发货,1.0,发货速度快,0.981521,0.018479,0.958935,2
发货,发货,1.0,购买放心发货速度快,0.99925,0.000750014,0.998333,2
发货,发货,1.0,购买放心发货速度快,0.99925,0.000750015,0.998333,2
质量,速度快,0.712,发货速度快,0.981521,0.018479,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.0184791,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.018479,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.018479,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.0184791,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.0184791,0.958935,2
质量,速度快,0.712,购买放心发货速度快,0.99925,0.000750014,0.998333,2
质量,速度快,0.712,购买放心发货速度快,0.99925,0.000750014,0.998333,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
发货,发货,1.0,发货速度快,0.981521,0.018479,0.958935,2
发货,发货,1.0,发货速度快,0.981521,0.0184791,0.958935,2
发货,发货,1.0,发货速度快,0.981521,0.018479,0.958935,2
发货,发货,1.0,发货速度快,0.981521,0.018479,0.958935,2
发货,发货,1.0,发货速度快,0.981521,0.018479,0.958935,2
发货,发货,1.0,发货速度快,0.981521,0.018479,0.958935,2
发货,发货,1.0,购买放心发货速度快,0.99925,0.000750015,0.998333,2
发货,发货,1.0,购买放心发货速度快,0.99925,0.000750015,0.998333,2
质量,速度快,0.712,发货速度快,0.981521,0.0184791,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.018479,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.0184791,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.018479,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.0184791,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.018479,0.958935,2
质量,速度快,0.712,购买放心发货速度快,0.99925,0.000750015,0.998333,2
质量,速度快,0.712,购买放心发货速度快,0.99925,0.000750015,0.998333,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
发货,发货,1.0,发货速度快,0.981521,0.018479,0.958935,2
发货,发货,1.0,发货速度快,0.981521,0.018479,0.958935,2
发货,发货,1.0,发货速度快,0.981521,0.018479,0.958935,2
发货,发货,1.0,发货速度快,0.981521,0.018479,0.958935,2
发货,发货,1.0,发货速度快,0.981521,0.018479,0.958935,2
发货,发货,1.0,发货速度快,0.981521,0.018479,0.958935,2
发货,发货,1.0,购买放心发货速度快,0.99925,0.000750015,0.998333,2
发货,发货,1.0,购买放心发货速度快,0.99925,0.000750015,0.998333,2
质量,速度快,0.712,发货速度快,0.981521,0.0184791,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.0184791,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.018479,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.0184791,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.018479,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.018479,0.958935,2
质量,速度快,0.712,购买放心发货速度快,0.99925,0.000750015,0.998333,2
质量,速度快,0.712,购买放心发货速度快,0.99925,0.000750014,0.998333,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
正品,药品,0.879,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
包装,药品,0.878,药品日期新,0.833396,0.166604,0.629768,2
发货,收到,0.874,没有收到货,0.021548,0.978452,0.952116,0
正品,货,0.884,没有收到货,0.021548,0.978452,0.952116,0
发货,货,0.891,没有收到货,0.021548,0.978452,0.952116,0
效果,速度,0.722,非常时期速度这么快值得表扬,0.99817,0.00183028,0.995933,2
质量,速度,0.888,非常时期速度这么快值得表扬,0.99817,0.00183028,0.995933,2
价格,价格,1.0,价格优惠,0.992851,0.00714879,0.984114,2
价格,价格,1.0,春节疫情期间能以这个价格买到并且正常发货,0.821458,0.178542,0.603241,2
发货,发货,1.0,春节疫情期间能以这个价格买到并且正常发货,0.821458,0.178542,0.60324,2
包装,成功,0.85,退款成功,0.0121257,0.987874,0.973054,0
物流,物流,1.0,物流快,0.996123,0.00387649,0.991386,2
物流,配送,1.0,感谢及时配送,0.992679,0.00732086,0.983732,2
价格,价格,1.0,价格实惠,0.999855,0.00014521,0.999677,2
发货,送到,0.865,但是明明可以送到家,0.715572,0.284428,0.367938,2
发货,送到,0.865,另一个快递都送到门了,0.899144,0.100856,0.775876,2
发货,送到,0.865,为什么就你没送到家,0.0120572,0.987943,0.973206,0
发货,送到,0.865,但是明明可以送到家,0.715572,0.284428,0.367938,2
发货,送到,0.865,另一个快递都送到门了,0.899144,0.100856,0.775876,2
发货,送到,0.865,为什么就你没送到家,0.0120572,0.987943,0.973206,0
发货,送到,0.865,但是明明可以送到家,0.715572,0.284428,0.367938,2
发货,送到,0.865,另一个快递都送到门了,0.899144,0.100856,0.775876,2
发货,送到,0.865,为什么就你没送到家,0.0120572,0.987943,0.973206,0
发货,取,0.869,我还带了口罩开车出去取,0.968002,0.0319982,0.928893,2
正品,正品,1.0,正品,0.999576,0.000424335,0.999057,2
包装,正品,0.89,正品,0.999576,0.000424335,0.999057,2
发货,代购,0.726,帮同事代购的,0.993997,0.00600308,0.98666,2
物流,电商,0.887,广东省深圳市龙华区观澜松元观中路370号易顺达电商物流园KS,0.893887,0.106113,0.764194,2
物流,物流园,0.943,广东省深圳市龙华区观澜松元观中路370号易顺达电商物流园KS,0.893887,0.106113,0.764194,2
物流,物,0.868,广东省深圳市龙华区观澜松元观中路370号易顺达电商物流园KS,0.893887,0.106113,0.764194,2
物流,物,0.868,物,0.984077,0.0159232,0.964615,2
物流,流,0.858,广东省深圳市龙华区观澜松元观中路370号易顺达电商物流园KS,0.893887,0.106113,0.764194,2
物流,流,0.858,流,0.999591,0.000408881,0.999091,2
发货,发货,1.0,发货速度很快,0.94679,0.05321,0.881756,2
效果,速度,0.722,发货速度很快,0.94679,0.05321,0.881756,2
质量,速度,0.888,发货速度很快,0.94679,0.05321,0.881756,2
发货,收到,0.874,终于收到货了,0.941127,0.0588735,0.86917,2
正品,货,0.884,终于收到货了,0.941126,0.0588735,0.86917,2
发货,货,0.891,终于收到货了,0.941127,0.0588735,0.86917,2
效果,效果,1.0,希望能起到预防效果,0.761883,0.238117,0.470851,2
正品,吃完,0.865,反正吃完了没啥感觉,0.0359293,0.964071,0.920157,0
正品,包装,0.89,包装好,0.977648,0.0223516,0.95033,2
包装,包装,1.0,包装好,0.977648,0.0223516,0.95033,2
发货,收到,0.874,东西已收到,0.609349,0.390651,0.131887,2
价格,评价,0.858,一直忙着没评价,0.733944,0.266056,0.408764,2
正品,正品,1.0,感觉东西可以是正品,0.990094,0.00990561,0.977987,2
包装,正品,0.89,感觉东西可以是正品,0.990094,0.00990561,0.977987,2
服务,平台,0.887,还是信赖阿里大药房的东西毕竟是官方平台靠谱的,0.964551,0.0354486,0.921225,2
正品,药品,0.879,药品感觉还是正规店铺宝贝可以别的不敢信啊,0.446839,0.553161,0.00702527,0
包装,药品,0.878,药品感觉还是正规店铺宝贝可以别的不敢信啊,0.446838,0.553162,0.0070258,0
正品,正规,0.871,药品感觉还是正规店铺宝贝可以别的不敢信啊,0.446839,0.553161,0.00702527,0
品牌,体验,0.867,很不错的购物体验,0.999834,0.000166278,0.999631,2
价格,价格,1.0,价格实惠,0.999855,0.000145209,0.999677,2
发货,拼单,0.847,双十一拼单抢购的,0.276064,0.723936,0.386523,0
效果,没用,0.855,还没用,0.000724734,0.999275,0.998389,0
正品,正品,1.0,正品,0.999576,0.000424336,0.999057,2
包装,正品,0.89,正品,0.999576,0.000424335,0.999057,2
价格,价格合理,0.871,价格合理,0.99979,0.000210452,0.999532,2
发货,收到,0.874,今天刚收到,0.886288,0.113712,0.747307,2
质量,速度快,0.712,阿里大药房就是速度快,0.997023,0.00297721,0.993384,2
发货,卖家,0.729,祝卖家生意兴隆,0.972362,0.0276382,0.938582,2
质量,量,0.889,便宜量大,0.96641,0.0335905,0.925354,2
发货,发货,1.0,发货有点慢,0.00257544,0.997425,0.994277,0
服务,客服,0.878,就是客服有点呆,0.276307,0.723693,0.385985,0
正品,货,0.884,货收到喝了一杯,0.689407,0.310593,0.309794,2
发货,货,0.891,货收到喝了一杯,0.689407,0.310593,0.309794,2
发货,收到,0.874,货收到喝了一杯,0.689407,0.310593,0.309794,2
味道,味道,1.0,味道很甜,0.181517,0.818483,0.596629,0
味道,很甜,0.891,味道很甜,0.181517,0.818483,0.596629,0
味道,甜,0.899,味道很甜,0.181517,0.818483,0.596629,0
味道,甜,0.899,像喝竹蔗茅根精一樣甜,0.446924,0.553076,0.00683559,0
味道,香港,0.851,價格比香港平宜一半,0.921995,0.0780051,0.826655,2
价格,价格,1.0,比普通的板蓝根价格高些,0.314194,0.685806,0.301792,0
效果,效果,1.0,但是效果好,0.999128,0.000872102,0.998062,2
发货,发货,1.0,发货挺快的,0.95302,0.0469802,0.8956,2
发货,收到,0.874,双十一期间也是很快就收到货了,0.943938,0.0560617,0.875419,2
正品,货,0.884,双十一期间也是很快就收到货了,0.943938,0.0560617,0.875419,2
发货,货,0.891,双十一期间也是很快就收到货了,0.943938,0.0560617,0.875419,2
价格,价格,1.0,做活动价格买的很优惠,0.998508,0.00149232,0.996684,2
价格,生产日期,0.877,生产日期很新鲜,0.999409,0.000590976,0.998687,2
味道,一条,0.862,是我最后一条消息你没有回,0.028803,0.971197,0.935993,0
发货,收到,0.874,宝贝收到了,0.905408,0.0945918,0.789796,2
物流,物流,1.0,没想到啊物流超快两天左右就到了,0.96957,0.0304303,0.932377,2
价格,性价比,0.724,宝贝性价比很高,0.999916,8.35793e-05,0.999814,2
质量,物超所值,0.871,果然是没有失望简直就是物超所值,0.999663,0.000337136,0.999251,2
服务,客服,0.878,客服也很好,0.997401,0.002599,0.994224,2
味道,客气,0.868,非常客气,0.999135,0.000864823,0.998078,2
质量,回购,0.856,下次还会回购的,0.999912,8.77483e-05,0.999805,2
效果,亲亲,0.852,喜欢的亲亲,0.999943,5.66636e-05,0.999874,2
味道,味道,1.0,味道也不一样,0.952003,0.0479969,0.89334,2
正品,送货,0.875,快递员不送货,0.00990343,0.990097,0.977992,0
发货,送货,1.0,快递员不送货,0.00990343,0.990097,0.977992,0
效果,一次性,0.862,一次性买了不少东西,0.974026,0.0259744,0.942279,2
质量,一次性,0.866,一次性买了不少东西,0.974026,0.0259744,0.942279,2
包装,包裹,0.888,有一个包裹到的还是快的,0.817727,0.182273,0.59495,2
发货,收到,0.874,今天才收到,0.389585,0.610415,0.134256,0
正品,送货,0.875,我们这里今天快递才正常送货,0.822713,0.177287,0.606029,2
发货,送货,1.0,我们这里今天快递才正常送货,0.822713,0.177287,0.606029,2
发货,收到,0.874,货已收到,0.367432,0.632568,0.183485,0
发货,发货,1.0,发货迅速,0.873656,0.126344,0.719235,2
发货,新货,0.876,今年的新货,0.982597,0.0174034,0.961326,2
价格,生产日期,0.877,比西安本地的生产日期新多了,0.989879,0.0101209,0.977509,2
发货,发货,1.0,发货快,0.882109,0.117891,0.73802,2
发货,下单,1.0,下单第三天就寄到了,0.0982482,0.901752,0.781671,0
物流,物流,1.0,物流很快,0.994968,0.00503173,0.988818,2
质量,品质,0.893,品质放心,0.999883,0.00011742,0.999739,2
品牌,品质,0.881,品质放心,0.999883,0.00011742,0.999739,2
正品,正品,1.0,一如既往的正品,0.999863,0.000137336,0.999695,2
包装,正品,0.89,一如既往的正品,0.999863,0.000137336,0.999695,2
发货,收到,0.874,东西收到了,0.355832,0.644167,0.209261,0
包装,包裹,0.888,包裹没有破损,0.284641,0.715359,0.367465,0
质量,回购,0.856,回购好多回了,0.994528,0.00547226,0.987839,2
质量,回购,0.856,还会回购,0.999479,0.000520869,0.998842,2
正品,正品,1.0,正品,0.999576,0.000424336,0.999057,2
包装,正品,0.89,正品,0.999576,0.000424335,0.999057,2
价格,价格便宜,0.877,价格便宜,0.979637,0.0203627,0.954749,2
正品,包装,0.89,包装很好,0.997631,0.00236918,0.994735,2
包装,包装,1.0,包装很好,0.997631,0.00236918,0.994735,2
质量,回购,0.856,回购好多回了,0.994528,0.00547226,0.987839,2
质量,回购,0.856,还会回购,0.999479,0.000520869,0.998842,2
发货,收到,0.874,收到了,0.391056,0.608944,0.130988,0
发货,卖家,0.729,卖家发货挺快的,0.645045,0.354955,0.21121,2
发货,发货,1.0,卖家发货挺快的,0.645044,0.354956,0.21121,2
正品,正品,1.0,是正品,0.998528,0.00147158,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
价格,价钱,0.892,价钱实惠,0.99658,0.00341992,0.9924,2
质量,力,0.875,快递给力,0.992308,0.0076922,0.982906,2
正品,送货,0.875,辛苦快递小哥哥特殊时期还给快速送货了,0.979426,0.0205739,0.95428,2
发货,送货,1.0,辛苦快递小哥哥特殊时期还给快速送货了,0.979426,0.0205739,0.95428,2
物流,物流,1.0,物流慢慢,0.925266,0.0747343,0.833924,2
发货,卖家,0.729,卖家服务真周到,0.827699,0.172301,0.617109,2
服务,服务,1.0,卖家服务真周到,0.827699,0.172301,0.617109,2
发货,一般般,0.856,虽然快递一般般,0.493358,0.506642,0.86716,1
效果,效果,1.0,效果和实体店买的一样,0.967492,0.0325085,0.927759,2
价格,价钱,0.892,就是价钱贵一倍多,0.805939,0.19406,0.568754,2
物流,物流,1.0,物流也很快,0.998092,0.00190819,0.99576,2
正品,药品,0.879,药品齐全,0.997482,0.00251795,0.994405,2
包装,药品,0.878,药品齐全,0.997482,0.00251795,0.994405,2
物流,物流,1.0,物流好慢,0.00714504,0.992855,0.984122,0
发货,发了,0.851,按时发了,0.647145,0.352855,0.215877,2
价格,价格,1.0,价格优惠,0.992851,0.00714879,0.984114,2
正品,正品,1.0,正品,0.999576,0.000424335,0.999057,2
包装,正品,0.89,正品,0.999576,0.000424335,0.999057,2
物流,物流,1.0,物流很快,0.994968,0.00503173,0.988818,2
服务,客服,0.878,客服态度也很好,0.99409,0.00591036,0.986866,2
正品,正品,1.0,这是正品,0.998,0.00199977,0.995556,2
包装,正品,0.89,这是正品,0.998,0.00199977,0.995556,2
效果,效果,1.0,喝了四天有效果,0.989086,0.010914,0.975747,2
发货,发货,1.0,发货挺快的,0.95302,0.0469802,0.8956,2
发货,收到,0.874,第二天就收到了,0.766106,0.233894,0.480235,2
服务,服务,1.0,阿里的货及服务都是一流的,0.997788,0.00221243,0.995084,2
物流,一流,0.867,阿里的货及服务都是一流的,0.997788,0.00221243,0.995084,2
发货,收到,0.874,真的很快第二就收到了,0.988396,0.011604,0.974213,2
效果,效果,1.0,效果可以,0.998192,0.00180766,0.995983,2
效果,常备,0.854,家庭常备药品,0.855998,0.144002,0.679996,2
正品,药品,0.879,家庭常备药品,0.855998,0.144002,0.679996,2
包装,药品,0.878,家庭常备药品,0.855998,0.144002,0.679996,2
服务,服务,1.0,有个头疼脑热的小问题可以及时服务,0.727824,0.272176,0.395164,2
物流,配送,1.0,配送极快,0.996964,0.00303597,0.993253,2
正品,正品,1.0,是正品,0.998528,0.00147158,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
发货,发货,1.0,发货速度非常快,0.998704,0.00129549,0.997121,2
效果,速度,0.722,发货速度非常快,0.998704,0.00129549,0.997121,2
效果,速度,0.722,运送速度很快,0.989535,0.0104648,0.976745,2
质量,速度,0.888,发货速度非常快,0.998704,0.00129549,0.997121,2
质量,速度,0.888,运送速度很快,0.989535,0.0104648,0.976745,2
正品,包装,0.89,包装非常仔细,0.996724,0.00327642,0.992719,2
包装,包装,1.0,包装非常仔细,0.996724,0.00327642,0.992719,2
物流,运送,0.873,运送速度很快,0.989535,0.0104648,0.976745,2
效果,速度,0.722,发货速度非常快,0.998704,0.00129549,0.997121,2
效果,速度,0.722,运送速度很快,0.989535,0.0104648,0.976745,2
质量,速度,0.888,发货速度非常快,0.998704,0.00129549,0.997121,2
质量,速度,0.888,运送速度很快,0.989535,0.0104648,0.976745,2
发货,出货,1.0,出货速度很快,0.996875,0.00312454,0.993057,2
效果,速度,0.722,出货速度很快,0.996875,0.00312454,0.993057,2
质量,速度,0.888,出货速度很快,0.996875,0.00312454,0.993057,2
正品,包装,0.89,包装完好无损,0.986762,0.0132379,0.970582,2
包装,包装,1.0,包装完好无损,0.986762,0.0132379,0.970582,2
质量,回购,0.856,回购囤货中,0.955369,0.044631,0.90082,2
发货,囤货,0.888,回购囤货中,0.955369,0.0446311,0.90082,2
正品,药品,0.879,一直都在阿里健康买药品,0.995805,0.00419547,0.990677,2
包装,药品,0.878,一直都在阿里健康买药品,0.995805,0.00419547,0.990677,2
质量,质量,1.0,质量有保障,0.99953,0.000469685,0.998956,2
价格,价廉物美,0.874,价廉物美,0.999503,0.000496519,0.998897,2
质量,价廉物美,0.871,价廉物美,0.999503,0.000496519,0.998897,2
正品,常用药,0.866,买了很多常用药,0.934168,0.0658323,0.853706,2
正品,正品,1.0,都是正品,0.999317,0.000682774,0.998483,2
包装,正品,0.89,都是正品,0.999317,0.000682774,0.998483,2
效果,娃儿,0.852,疫情严重怕娃儿感冒什么的,0.0261984,0.973802,0.941781,0
味道,娃儿,0.862,疫情严重怕娃儿感冒什么的,0.0261984,0.973802,0.941781,0
效果,有用,0.87,我感冒喝这个很有用,0.988327,0.0116734,0.974059,2
正品,产品,0.884,这个产品无论是外形还是质量肯定都是仙女喜欢的,0.999427,0.000573354,0.998726,2
品牌,产品,1.0,这个产品无论是外形还是质量肯定都是仙女喜欢的,0.999427,0.000573354,0.998726,2
包装,外形,0.876,这个产品无论是外形还是质量肯定都是仙女喜欢的,0.999427,0.000573354,0.998726,2
质量,质量,1.0,这个产品无论是外形还是质量肯定都是仙女喜欢的,0.999427,0.000573354,0.998726,2
发货,收到,0.874,如果不喜欢仙女收到东西会很生气,0.0097999,0.9902,0.978222,0
味道,生气,0.866,如果不喜欢仙女收到东西会很生气,0.0097999,0.9902,0.978222,0
效果,撒下,0.85,自然不可能撒下这个好评,0.808406,0.191594,0.574236,2
正品,商品,0.885,这件商品还是值得购买的,0.973885,0.0261155,0.941966,2
价格,商品,0.884,这件商品还是值得购买的,0.973885,0.0261155,0.941966,2
包装,商品,0.884,这件商品还是值得购买的,0.973885,0.0261155,0.941966,2
质量,速度快,0.712,速度快,0.999907,9.25521e-05,0.999794,2
品牌,种类,0.87,种类全,0.997804,0.00219608,0.99512,2
发货,屯货,0.862,屯货备用,0.684856,0.315144,0.299681,2
服务,日常,0.869,日常下火必备,0.994619,0.00538086,0.988043,2
正品,正品,1.0,是正品,0.998528,0.00147158,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
发货,发货,1.0,发货速度也非常快,0.99871,0.00128999,0.997133,2
效果,速度,0.722,发货速度也非常快,0.99871,0.00128999,0.997133,2
质量,速度,0.888,发货速度也非常快,0.99871,0.00128999,0.997133,2
效果,效果,1.0,喝了效果很好,0.999885,0.000114725,0.999745,2
味道,味道,1.0,甜甜的味道很好,0.99956,0.000440322,0.999022,2
效果,效果,1.0,风热感冒有效果,0.978515,0.0214853,0.952255,2
物流,物流,1.0,物流卡在一个地方超级久,0.472576,0.527425,0.45151,1
发货,收到,0.874,买个东西从寄出到我收到,0.838034,0.161966,0.640076,2
正品,正品,1.0,正品,0.999576,0.000424335,0.999057,2
包装,正品,0.89,正品,0.999576,0.000424335,0.999057,2
发货,发货,1.0,便宜实惠发货快,0.993316,0.00668448,0.985146,2
正品,正品,1.0,正品,0.999576,0.000424335,0.999057,2
包装,正品,0.89,正品,0.999576,0.000424335,0.999057,2
价格,价格,1.0,价格是真的贵,0.136376,0.863624,0.696942,0
效果,效果,1.0,效果是真的好,0.99974,0.000259665,0.999423,2
品牌,大牌,0.878,比较大牌的板蓝根,0.980457,0.0195432,0.956571,2
发货,囤货,0.888,囤货,0.81158,0.18842,0.581289,2
发货,收到,0.874,宝贝收到了,0.905408,0.0945918,0.789796,2
质量,质量,1.0,质量很不错,0.999746,0.000254368,0.999435,2
正品,包装,0.89,包装精致,0.998263,0.00173724,0.99614,2
包装,包装,1.0,包装精致,0.998263,0.00173724,0.99614,2
质量,材质,0.876,材质优秀,0.999898,0.000102178,0.999773,2
发货,送礼,0.874,送礼自用非常合适,0.999846,0.000153986,0.999658,2
效果,自用,0.852,送礼自用非常合适,0.999846,0.000153986,0.999658,2
正品,正版,0.873,正版,0.999575,0.000425074,0.999055,2
质量,回答,0.849,都会认真回答我,0.991111,0.00888886,0.980247,2
发货,收到,0.874,收到的时候包装完整,0.944311,0.0556893,0.876246,2
正品,包装,0.89,收到的时候包装完整,0.944311,0.0556894,0.876246,2
包装,包装,1.0,收到的时候包装完整,0.944311,0.0556893,0.876246,2
发货,发货,1.0,发货速度快,0.981521,0.0184791,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.018479,0.958935,2
味道,口,0.861,有一包袋子开了一个口,0.515878,0.484122,0.682438,1
质量,回购,0.856,已经回购很多次了,0.993705,0.00629507,0.986011,2
正品,正品,1.0,还不错正品,0.995458,0.00454193,0.989907,2
包装,正品,0.89,还不错正品,0.995458,0.00454193,0.989907,2
效果,效果,1.0,效果会好很多,0.998386,0.00161439,0.996412,2
品牌,大品牌,0.919,大品牌值得信赖,0.99987,0.000130219,0.999711,2
质量,质量,1.0,质量很好,0.999824,0.000176511,0.999608,2
发货,发货,1.0,发货迅速,0.873656,0.126344,0.719236,2
价格,价格,1.0,很好价格不错,0.999333,0.000666942,0.998518,2
服务,客服,0.878,客服物流都没毛病跟我在实体店买的一模一样,0.343219,0.656781,0.23729,0
服务,客服,0.878,客服态度非常非常赞,0.998999,0.00100143,0.997775,2
物流,物流,1.0,客服物流都没毛病跟我在实体店买的一模一样,0.343219,0.656781,0.23729,0
质量,质量,1.0,质量很好,0.999824,0.000176511,0.999608,2
质量,质量,1.0,而且质量也很好,0.999909,9.09757e-05,0.999798,2
质量,质量,1.0,包装也很精美质量非常好,0.999934,6.60639e-05,0.999853,2
质量,感,0.874,看上去就给人一种高级感,0.99434,0.00565998,0.987422,2
